branch,tensor,numel,mean_angular_step,final_cumulative_angular_step
cyclic,blocks.2.attn.proj.weight,36864,0.003579148641887199,3.131755061651347
cyclic,blocks.2.attn.qkv.bias,576,0.005807135353596565,5.081243434397038
cyclic,blocks.2.attn.qkv.weight,110592,0.004050463763265153,3.5441557928570546
cyclic,blocks.2.mlp.fc1.bias,768,0.004019714569506581,3.517250248318305
cyclic,blocks.2.mlp.fc1.weight,147456,0.004049447706301776,3.543266743014101
cyclic,blocks.2.mlp.fc2.bias,192,0.004484322378145743,3.923782080877572
cyclic,blocks.2.mlp.fc2.weight,147456,0.004396903255023008,3.84729034814518
cyclic,blocks.3.attn.proj.bias,192,0.007041470807644358,6.161286956688855
cyclic,blocks.3.attn.proj.weight,36864,0.0036568911437476876,3.199779750779271
cyclic,blocks.3.attn.qkv.bias,576,0.0033689725818111947,2.947851009084843
cyclic,blocks.3.attn.qkv.weight,110592,0.004059254342656796,3.5518475498247426
cyclic,blocks.3.mlp.fc1.bias,768,0.00394203142216424,3.4492774943937548
cyclic,blocks.3.mlp.fc1.weight,147456,0.003947140886315229,3.453748275525868
cyclic,blocks.3.mlp.fc2.bias,192,0.006518482659943355,5.703672327450477
cyclic,blocks.3.mlp.fc2.weight,147456,0.0043861053764287375,3.837842204375193
cyclic,blocks.4.attn.proj.bias,192,0.006628875488082698,5.800266052072402
cyclic,blocks.4.attn.proj.weight,36864,0.003824203084256188,3.3461776987242047
cyclic,blocks.4.attn.qkv.bias,576,0.004207644044820696,3.6816885392181575
cyclic,blocks.4.attn.qkv.weight,110592,0.004072680428856931,3.563595375249861
cyclic,blocks.4.mlp.fc1.bias,768,0.0035046993849931524,3.0666119618690573
cyclic,blocks.4.mlp.fc1.weight,147456,0.003923881672522271,3.4333964634570293
cyclic,blocks.4.mlp.fc2.bias,192,0.006349304628225793,5.555641549697612
cyclic,blocks.4.mlp.fc2.weight,147456,0.004491944511121616,3.9304514472314622
cyclic,blocks.5.attn.proj.bias,192,0.006433206467090923,5.629055658704601
cyclic,blocks.5.attn.proj.weight,36864,0.003776831997225814,3.304727997572627
cyclic,blocks.5.attn.qkv.bias,576,0.00571810154383997,5.003338850860018
cyclic,blocks.5.attn.qkv.weight,110592,0.004107918701566967,3.594428863871144
cyclic,blocks.5.mlp.fc1.bias,768,0.003539337660019629,3.0969204525172245
cyclic,blocks.5.mlp.fc1.weight,147456,0.0038599718196782747,3.3774753422185317
cyclic,blocks.5.mlp.fc2.bias,192,0.006155405442829061,5.385979762475472
cyclic,blocks.5.mlp.fc2.weight,147456,0.004424938851934139,3.8718214954424175
cyclic,blocks.6.attn.proj.bias,192,0.00616231004201935,5.392021286766976
cyclic,blocks.6.attn.proj.weight,36864,0.0038347167950455716,3.3553771956649143
cyclic,blocks.6.attn.qkv.bias,576,0.004375657875290353,3.8287006408791058
cyclic,blocks.6.attn.qkv.weight,110592,0.004138748454728242,3.62140489788726
cyclic,blocks.6.mlp.fc1.bias,768,0.003490385872311834,3.054087638272904
